gene_id,GSM1228184_AMC_2.1,GSM1228185_AMC_3.1,GSM1228186_AMC_5.1,GSM1228187_AMC_6.1,GSM1228188_AMC_7.1,GSM1228189_AMC_8.1,GSM1228190_AMC_9.1,GSM1228191_AMC_10.1,GSM1228192_AMC_12.1,GSM1228193_AMC_13.1,GSM1228194_AMC_17.1,GSM1228195_AMC_18.1,GSM1228196_AMC_19.1,GSM1228197_AMC_20.1,GSM1228198_AMC_21.1,GSM1228199_AMC_22.1,GSM1228200_AMC_23.1,GSM1228201_AMC_24.1,GSM1228202_AMC_2.2,GSM1228203_AMC_3.2,GSM1228204_AMC_5.2,GSM1228205_AMC_6.2,GSM1228206_AMC_7.2,GSM1228207_AMC_8.2,GSM1228208_AMC_9.2,GSM1228209_AMC_10.2,GSM1228210_AMC_12.2,GSM1228211_AMC_13.2,GSM1228212_AMC_17.2,GSM1228213_AMC_18.2,GSM1228214_AMC_19.2,GSM1228215_AMC_20.2,GSM1228216_AMC_21.2,GSM1228217_AMC_22.2,GSM1228218_AMC_23.2,GSM1228219_AMC_24.2,GSM1228220_AMC_2.3,GSM1228221_AMC_3.3,GSM1228222_AMC_5.3,GSM1228223_AMC_6.3,GSM1228224_AMC_7.3,GSM1228225_AMC_8.3,GSM1228226_AMC_9.3,GSM1228227_AMC_10.3,GSM1228228_AMC_12.3,GSM1228229_AMC_13.3,GSM1228230_AMC_17.3,GSM1228231_AMC_18.3,GSM1228232_AMC_19.3,GSM1228233_AMC_20.3,GSM1228234_AMC_21.3,GSM1228235_AMC_22.3,GSM1228236_AMC_23.3,GSM1228237_AMC_24.3
SDC3,7.85942,6.35061,9.5426,5.45191,10.6418,5.71758,57.536,13.3963,21.4506,7.78018,21.0199,12.8774,7.85477,7.82556,6.01841,15.503,15.9316,6.90251,6.62842,6.60455,9.48888,8.18817,8.9019,11.1539,7.73865,5.70312,10.2999,8.2674,78.5714,8.69222,11.9189,10.2954,7.90811,8.25897,7.17723,10.0106,12.0396,7.121,11.2985,8.69316,39.6062,16.3317,17.629,31.7991,9.78607,19.5712,8.26851,7.3337,9.53381,28.1491,15.2825,15.4008,21.9237,11.6987
MIR663B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC26A8,0.0157987,0.0102693,0.0257398,0.0692829,0.0404798,0.0129512,0.0,0.150891,0.0125693,0.0577048,0.0182616,0.0684546,0.0391748,0.0506439,0.0826404,0.0444148,0.0216829,0.065521,0.0358178,0.048099,0.0488033,0.0732576,0.0,0.0253419,0.0104352,0.0371034,0.0533283,0.106691,0.0218433,0.0855232,0.0356878,0.0841219,0.116412,0.0634691,0.0792442,0.0276276,0.106911,0.00939372,0.0828295,0.065701,0.0641517,0.0,0.0177439,0.05363,0.059195,0.0308125,0.0540251,0.128266,0.0,0.0258549,0.0606384,0.0170133,0.0258601,0.0207605
TOMM34,55.8352,13.8724,8.70161,52.0943,45.3548,8.66006,5.92562,14.282,34.9651,22.9803,12.4279,39.5191,8.37032,31.3417,24.6782,27.4693,19.3011,22.7448,6.81622,6.7115,8.89933,7.08608,7.92553,8.75839,7.34915,8.88021,9.07555,8.65957,6.40319,22.2587,7.58658,9.16811,6.36179,9.40766,8.14543,9.30617,49.2915,6.73605,15.0376,36.0922,29.3827,30.6212,45.5834,8.29988,33.6731,35.0643,41.2855,42.1129,20.7369,16.5341,12.6349,36.391,25.896,20.4476
VAMP1,1.75325,1.79446,3.00356,2.01498,3.92513,3.57612,5.4398,3.78583,3.46596,5.70056,2.55605,1.88398,2.75253,2.46107,2.06038,1.69455,3.4327,2.92359,3.31444,2.26202,3.08482,4.25761,5.79211,5.08253,4.819,4.2575,6.00886,5.72464,14.4071,4.25618,3.32706,4.7509,3.76401,3.70414,3.83911,3.6267,3.04389,2.14431,1.58424,1.67866,4.85491,0.995414,2.12158,2.24808,3.17185,2.97884,1.97864,1.10114,3.74654,3.78268,2.28528,1.42217,2.80305,1.89075
C10orf90,0.0,0.0,0.013057,0.0,0.0,0.0,0.0123302,0.00904828,0.0,0.0,0.0,0.0,0.00941068,0.0,0.0,0.0,0.0104522,0.0,0.0,0.0,0.00832658,0.0,0.0,0.0,0.0,0.0,0.0127217,0.0205977,0.0623241,0.0,0.0,0.0,0.0144791,0.0,0.0,0.0135042,0.00997071,0.0,0.00928536,0.0,0.02041,0.0,0.0,0.0255973,0.0,0.0,0.0,0.0127259,0.0,0.0125269,0.0,0.0,0.00852754,0.0
C20orf112,37.3337,10.0806,8.65315,10.9475,16.2436,10.509,5.51939,8.06865,10.6638,10.9018,11.0378,11.9808,9.01481,7.86077,11.1597,13.8455,8.67151,11.418,10.3922,10.9555,8.58568,8.94137,11.943,13.7238,10.2429,12.4508,11.8268,14.8081,9.54361,11.7425,10.9687,9.26328,9.65543,10.8744,10.2221,9.70344,17.0873,11.7366,6.75263,9.74179,6.94717,16.7818,12.2078,3.57666,18.4143,11.7253,18.627,9.93917,13.0249,5.31724,9.88119,13.9505,7.51977,12.0492
FAM47A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399462,0.0,0.0
FBXL3,22.6789,24.8985,18.2648,24.918,23.8797,15.0778,16.2447,15.4588,20.7255,17.1325,16.2588,15.808,24.1577,19.7945,11.0912,12.0612,17.6971,18.6116,24.8102,23.1178,20.9955,19.4131,27.3237,19.6878,20.7322,16.2095,22.0554,25.0533,22.2975,16.7869,22.2602,21.3195,24.3993,25.4623,26.0398,13.3386,16.1624,24.8686,12.5106,24.6744,17.6662,14.6006,13.2331,22.6527,27.0489,26.1432,15.6513,16.5273,14.1945,12.8907,17.9028,10.5998,14.5942,26.0273
IKBKAP,7.38342,11.2648,4.78597,7.79165,8.30079,5.46986,5.96338,5.50693,5.67151,3.85629,4.13413,5.19246,6.21546,7.69035,7.23572,6.87634,5.44677,9.58983,4.7646,4.79851,4.65116,5.565,4.38707,4.68407,5.39857,5.01597,4.17435,3.59537,5.05949,4.28428,5.92734,5.57516,5.1659,4.9262,4.98432,4.59484,5.79715,5.18409,7.57059,8.24752,6.4914,6.52141,6.10771,7.9287,6.8479,5.31379,9.84896,5.81906,3.48096,7.33298,6.73767,5.78994,5.70964,7.61238
SNORD116-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDO2,0.0,0.0295069,0.111808,0.0,0.0459811,0.0,0.0788826,0.0430852,0.0,0.0,0.0,0.0,0.0589878,0.0,0.0,0.0,0.0,0.0,0.0532073,0.0345465,0.035482,0.015332,0.0895537,0.111999,0.0155234,0.0188913,0.0197581,0.0954433,0.0323555,0.16405,0.0526602,0.0359326,0.066513,0.0479638,0.0,0.0204896,0.287481,0.0135675,0.0,0.0491251,0.384653,0.0,0.0263916,3.59536,0.311919,0.0,0.120234,0.0191693,0.0,0.331694,1.24405,0.0,0.0131288,0.0155777
ZXDC,5.88682,6.49676,4.93464,4.16064,5.27769,6.04316,4.56354,5.2958,7.3175,5.05958,3.53248,6.74527,4.46936,5.74184,5.84839,4.34467,5.43113,5.66431,5.42687,4.63039,4.33418,4.65045,4.60862,5.78011,5.34047,4.85655,4.5178,5.88269,4.55562,6.22845,5.18376,5.65281,5.03006,4.96967,5.14009,4.72123,6.80116,5.31566,5.43504,4.70782,5.12152,10.1263,5.74209,7.6074,6.61849,4.66628,6.79688,6.93357,5.72627,5.16504,6.30534,6.57094,7.54011,5.72814
REEP6,8.99632,13.2785,1.50992,17.9704,6.16265,2.76646,0.876378,9.70864,7.70111,15.0829,6.5344,27.8283,3.65758,25.3874,23.128,2.01644,4.37818,4.60776,2.08815,2.92375,2.02571,2.79762,2.15006,2.61457,3.84385,3.26008,2.41312,3.67431,1.24343,14.2778,2.81691,2.69969,5.06938,2.05132,3.69071,4.09012,31.4379,3.09734,10.1404,23.5993,45.6858,33.1913,18.0521,149.941,24.9706,22.4846,26.7138,24.5921,9.80572,18.901,48.2833,8.36632,42.8262,63.5423
TXLNG2P,27.6534,1.52383,0.0104948,7.40725,0.0,7.77784,4.28918,4.14644,8.41967,4.73092,6.52178,6.27301,9.25387,8.11774,0.646609,1.17289,8.83543,0.0,6.85802,6.64893,0.0343258,9.45566,0.0,6.2009,6.99595,8.33775,6.43742,5.44508,3.56146,6.62234,7.74453,7.41085,6.94351,7.57593,6.84195,0.123342,14.5562,8.43467,0.12952,8.36859,0.0,0.874869,1.40395,6.5021,6.43056,0.494242,11.0184,9.77173,0.556008,8.67739,2.30753,0.0941401,6.229,0.0
GEMIN4,9.02807,8.81058,4.13864,7.47205,3.52483,5.01927,3.45456,3.58103,4.13034,3.50328,3.60987,3.99261,3.88355,13.1771,3.50593,4.2492,5.69019,5.19061,3.53251,4.06059,4.03433,4.36854,3.26308,3.40299,3.69113,4.54024,3.10998,3.57667,3.85752,3.62821,4.67235,4.52887,3.24014,3.40503,4.27436,4.46894,7.19304,3.73763,8.57777,6.94873,3.77912,6.49842,4.59908,3.97301,3.71296,5.02737,9.00586,4.27624,3.23365,9.19772,4.09617,3.54639,5.44214,4.64068
DYSF,0.655778,1.68761,1.2999,2.80202,1.27452,1.42333,13.8463,1.52571,3.74754,2.19143,2.35501,1.98518,1.02987,2.34262,2.58212,3.75729,2.97236,1.90774,0.449367,0.946219,1.28505,1.09034,0.891261,1.8613,0.921406,0.805315,1.20733,1.28403,8.75983,1.44767,1.27755,1.41237,1.0155,1.21267,1.06818,2.61766,2.03727,0.828391,2.66754,2.20434,4.94302,3.79657,2.53592,5.63499,1.27349,4.13629,1.47993,1.19415,1.19988,4.6108,3.07515,1.01845,5.83997,3.55394
MIR1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR1B,0.0281654,0.233497,0.0284079,0.0304963,0.0207714,0.0796372,0.303774,0.0717317,0.190521,0.0457419,0.0507573,0.196493,0.177654,0.00977051,0.0610475,0.0207107,0.138483,0.0189441,0.0733952,0.0786105,0.0434995,0.0640419,0.0102178,0.0,0.0550349,0.0459645,0.026355,0.0151368,0.319366,0.0,0.0792835,0.00923655,0.0288826,0.0,0.0757681,0.0766575,0.0990509,0.0189691,0.163324,0.0592396,0.296291,0.101562,0.104973,0.0796361,0.0532835,0.13415,0.0373584,0.00922931,0.0318179,0.0612222,0.115479,0.0101167,0.161646,0.173065
LOC100506409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0524124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115435,0.0,0.0213788,0.0,0.0756131,0.0752168,0.0208,0.201202,0.0,0.0,0.0320015,0.0305328,0.0,0.0622987,0.117839,0.0,0.0,0.0250375
SNORD77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSX4,0.00204071,0.0063347,0.0,0.0,0.016552,0.0,0.0,0.00662514,0.00503525,0.0,0.00039761,0.0363079,0.0,0.0224731,0.0515696,0.0,0.0,0.00859465,0.0157487,0.0,0.0,0.0,0.0,0.0200605,0.0,0.0,0.0105489,0.0,0.0,0.0101596,0.0315781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019558,0.0,0.0,0.0,0.0143417,0.0,0.0522502,0.00615877,0.0102634,0.0113506,0.0445516,0.0,0.0605127,0.0,0.0,0.0
TUSC2,13.5892,17.7377,13.6709,9.68366,23.2697,19.2278,15.4042,16.3671,20.9263,20.084,19.389,15.9967,19.2007,15.8127,10.1568,15.6349,14.5095,16.5789,15.0182,16.4931,13.2756,14.9089,16.9962,16.0133,15.9301,15.2875,15.616,19.5091,19.3376,16.9668,15.1738,17.0075,17.4298,16.0706,17.0129,20.7736,9.27235,16.2479,10.6609,9.05799,16.5279,12.5543,16.7373,12.7867,16.3049,18.377,15.8104,23.6568,19.8988,13.347,9.17069,25.0827,12.4557,15.1035
CSAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573093,9.80876,0.0,0.0,0.0,0.0,0.0,0.0452536,0.0683365,0.113762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593762,0.0,0.0,0.0,0.0706188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3722,0.0,0.0
SLC19A2,7.64077,9.04942,1.79516,6.61751,4.51976,2.91636,2.94327,3.74244,7.21798,3.13161,3.62371,5.8562,4.01536,6.51725,6.88297,6.99221,7.68321,4.75183,3.62019,3.18262,2.03623,3.09661,2.69003,2.43874,2.64524,2.28249,3.88365,3.12308,2.31735,4.587,2.35234,3.27937,2.35703,2.66505,3.48031,2.72354,7.87124,3.15728,9.9796,4.85422,5.98193,13.7304,5.14525,12.1991,7.55393,3.92959,6.36652,8.17069,3.085,5.41583,11.6348,8.67225,7.52543,6.91585
PGLYRP1,0.0978807,0.0357432,0.100223,0.0358246,0.153517,0.203167,0.448325,0.170725,0.0,0.0929149,0.358701,0.0587075,0.119879,0.262117,0.0,0.116924,0.404153,0.0513036,0.0423658,0.0973727,0.200753,0.0822548,0.0,0.093898,0.0,0.212988,0.0939121,0.0763103,0.079128,0.0486448,0.0558542,0.216703,0.293448,0.187046,0.0836366,0.0,0.0406029,0.144433,0.100329,0.0925868,0.0,0.0626537,0.0330492,0.113362,0.0,0.0504994,0.0984121,0.0487336,0.101467,0.0459131,0.0989365,0.073305,0.105951,0.319735
DNAJC11,11.9034,10.6332,14.8612,10.5882,22.389,18.1846,7.46103,12.8975,11.6305,9.28826,12.1217,7.78759,15.2628,25.6537,8.79434,10.7952,11.1585,10.697,17.0352,18.3722,14.7061,15.3111,16.8888,17.6624,17.6018,17.6874,14.7807,14.2814,11.0257,10.8865,17.0385,20.0277,17.5592,16.9259,15.0928,19.2163,11.2242,18.8972,8.80295,8.26905,12.9125,16.1801,9.74957,13.7186,13.5608,8.74845,18.1091,10.2702,10.5017,20.7449,9.76595,17.3058,9.8518,7.91336
HSP90AA1,406.223,201.534,240.887,324.534,190.493,161.631,128.761,203.465,265.657,215.929,145.594,237.932,224.01,651.651,474.431,304.186,238.252,354.512,158.47,158.314,215.383,141.999,153.414,166.671,137.987,145.359,197.921,157.473,163.342,189.775,172.953,188.158,173.692,421.354,155.252,172.284,325.607,188.055,286.57,244.942,217.576,382.273,305.395,250.722,294.038,225.352,209.657,272.814,221.33,430.937,288.273,319.215,286.154,522.901
ZCRB1,11.8148,7.92277,11.3701,12.0399,14.7223,12.5006,12.6999,14.2724,16.2898,17.0725,15.1051,21.0212,18.4167,15.6015,17.9036,16.726,14.2637,14.7917,11.5953,13.5421,9.55137,10.8032,11.9894,12.3579,11.0949,11.3385,12.898,14.6409,20.2196,14.0093,14.2762,15.0377,12.0916,13.1764,13.5104,14.8481,14.2111,12.5874,16.8908,12.5095,11.9021,13.7234,14.4252,19.7859,14.6582,23.8839,18.4682,17.289,16.2035,13.915,15.4025,15.2824,17.5008,14.588
DSTYK,2.0097,1.51263,1.67338,1.73438,1.54966,1.72398,4.70319,1.77155,2.04132,1.42831,1.57767,1.65037,1.93404,1.50281,1.75569,1.62691,2.4452,2.1015,1.62091,1.56604,1.59937,1.65492,1.67253,1.55226,1.68365,1.63752,1.71159,1.45804,3.37151,1.30231,1.9619,1.77895,1.46571,1.59818,1.87794,1.2044,1.52267,1.59259,3.06964,1.66074,2.20857,2.02818,1.77653,2.24872,1.74608,1.8091,1.54078,1.25941,1.61462,1.45062,1.53542,1.37608,2.97177,1.89106
CREM,6.18547,7.40193,6.32281,7.17002,6.63853,4.5284,17.1086,7.51068,9.10187,6.34663,9.98821,9.21277,7.1138,10.8519,8.81197,9.48261,7.07369,5.95235,4.66913,5.72652,6.06279,4.58124,3.92674,6.95039,4.39807,4.10294,8.91477,5.35251,12.9519,6.59412,5.67987,8.84791,4.99609,7.91816,6.48125,6.37804,7.6657,5.95422,9.90588,6.53365,11.1972,12.2246,7.89377,22.0723,5.49725,10.2539,6.85856,10.2474,3.86138,15.2403,8.41987,7.47027,16.1843,9.69769
LYZL1,0.0,0.0,0.0,0.0,0.0447513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABYR,0.174812,0.209526,0.0852655,0.469235,0.264409,0.152299,1.0553,0.635195,0.490796,0.356584,0.272122,0.544899,0.0756151,0.183108,0.317318,0.635562,0.711,0.263843,0.0236971,0.476254,0.117406,0.0802924,0.202612,0.179515,0.110966,0.209949,0.0394224,0.0513041,0.731408,0.355921,0.0709948,0.118179,0.0847179,0.0685958,0.0910309,0.203096,0.258696,0.110779,0.669952,0.186096,0.351278,0.328424,0.529157,0.415005,0.165763,0.717439,0.244339,0.233412,0.587504,0.207822,0.136134,0.564763,0.885468,0.208178
COL6A4P1,0.169901,0.0855062,0.0182643,0.0558873,0.0282477,0.0,0.0,0.118848,0.0866019,0.0200269,0.0,0.0589791,0.0136769,0.0530298,0.118646,0.041946,0.0603898,0.0752884,0.0389506,0.0,0.0114203,0.0296035,0.0,0.0,0.0,0.0,0.018429,0.0296042,0.0,0.0,0.0,0.0,0.0208017,0.0,0.015715,0.0,0.0561546,0.013163,0.0652957,0.0473623,0.103547,0.0226679,0.147359,0.0,0.0825259,0.0425615,0.168877,0.108808,0.10163,0.0366275,0.139274,0.09515,0.0124547,0.0
ZNF670-ZNF695,0.236236,0.364913,0.0650608,0.546122,0.471724,0.0838569,0.0,0.100108,0.176631,0.0654223,0.110576,0.362331,0.0,0.621069,0.339301,0.398018,0.122916,0.2494,0.0550633,0.250397,0.0,0.108445,0.0,0.0953444,0.0441273,0.155661,0.0976332,0.0,0.0,0.145515,0.14741,0.0548456,0.0628115,0.0596569,0.0916677,0.00245202,0.289176,0.18309,0.258677,0.255889,0.142152,0.578097,0.249616,0.0,0.175786,0.10768,0.0,0.404727,0.0,0.372205,0.142118,0.195641,0.197629,0.0
PISRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPSL,0.0,0.0,0.0,0.0333673,0.035486,0.0,0.0,0.0,0.0,0.0,0.0,0.0515293,0.0,0.0,0.0411663,0.0,0.0,0.0469923,0.0,0.0,0.0250369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444991,0.0,0.0,0.0525508,0.0,0.0,0.0,0.0,0.0306461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBEAP1,0.07876,0.266861,1.60196,0.0,0.0,0.0,0.441581,0.0,0.0,0.106037,0.726694,0.142046,0.455776,0.0,0.121808,0.0,0.201985,0.252235,0.0988797,0.233312,0.899135,0.304316,0.0,0.250783,0.21047,0.0,0.464043,0.0,0.637818,0.0,0.285705,0.230586,0.0,0.157688,0.104608,0.121218,0.105203,0.267643,0.342168,0.341889,0.115353,0.0,0.0,0.0,0.134227,0.0,0.0,0.0,0.0,0.122868,0.131943,0.172913,0.0974026,0.641594
C17orf77,0.0323043,0.0808005,0.0,0.026832,0.524154,0.427293,0.0,0.670149,0.0,2.19598,0.0480527,0.0183314,0.0270339,0.136214,0.690734,3.40217,0.0578451,0.288893,0.073357,0.063349,0.0109042,0.0140843,0.0198494,0.0,0.153294,0.117751,0.0176527,0.0,0.0,0.0651554,0.0,0.114557,0.259246,0.0,0.0,0.252258,0.0,0.137405,0.0876428,0.0,0.0,1.05909,0.011708,0.0,0.0,1.23523,0.0,0.0172571,0.128634,0.651632,0.182791,0.530834,0.201683,0.056653
FSCN3,0.0149383,0.0174887,0.0234349,0.0,0.0,0.0239575,0.0526034,0.0173014,0.0217329,0.0,0.0,0.0,0.0159241,0.0219403,0.0231165,0.0279204,0.0,0.0,0.0,0.0438703,0.0,0.0189298,0.0281488,0.0,0.0191145,0.0442291,0.0466309,0.0,0.0,0.0,0.0,0.0,0.0,0.0595451,0.0401094,0.024912,0.0180783,0.0168663,0.0,0.0,0.0196109,0.0,0.0486133,0.0519847,0.0267538,0.0512488,0.0235101,0.0,0.0454023,0.0,0.0229264,0.0,0.016264,0.0
IRGC,0.0,0.0,0.0,0.0,0.0,0.0299014,0.0,0.0,0.0,0.0,0.0,0.0353715,0.0,0.0,0.0,0.0,0.0232246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250193,0.0343818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206403,0.0
EIF5AL1,0.0963099,0.232376,0.0314936,0.0493868,0.125583,0.0823858,0.0513403,0.0626307,0.0608859,0.406738,0.0730085,0.111356,0.084131,0.280572,0.0858518,0.0601755,0.035109,0.141748,0.10689,0.133834,0.0197493,0.0427586,0.035723,0.0912921,0.0838376,0.10279,0.129607,0.242828,0.0178533,0.069808,0.0448823,0.0697095,0.0478884,0.16789,0.0552496,0.190942,0.167601,0.0979792,0.0989068,0.0715107,0.0606112,0.30122,0.099874,0.133229,0.0484411,0.138788,0.166647,0.0949198,0.0972511,0.25849,0.0900138,0.107176,0.0647209,0.103336
COG6,12.8763,19.4041,7.12126,14.8756,18.4675,10.9179,6.82908,7.69879,10.7123,9.21093,8.60152,10.7229,11.9575,17.0949,8.16343,9.05004,8.41415,13.4352,8.39536,7.88065,6.38648,8.20562,7.48567,7.25183,7.03145,7.13422,6.13664,7.60769,5.95207,7.38134,8.36163,6.62853,9.04072,8.41162,10.6917,7.89208,8.61889,10.0719,8.02608,14.3829,9.28436,8.79501,6.98774,6.81898,14.1153,13.6108,11.2277,13.7352,4.41777,8.47612,6.07306,7.43513,6.23369,10.0796
LRIT2,0.239091,0.973895,0.117171,0.169401,0.351589,0.731806,0.0153418,0.076707,0.302496,0.167318,0.379488,0.394998,0.244249,0.0,0.1664,0.49199,0.413679,0.353217,0.450871,0.792059,0.214629,0.395617,0.479911,0.756872,0.929319,1.57966,0.320932,0.370749,0.12163,0.900097,0.51417,0.447491,0.593355,0.364642,1.05293,0.330604,0.169903,0.722621,0.0,0.16977,0.0366246,0.224308,0.0,0.0317632,0.599376,0.0657563,0.699271,0.572366,0.820218,0.0583222,0.268352,0.266436,0.0100802,0.0709433
NME9,0.0723555,0.138293,0.157012,0.106173,0.124148,0.135292,0.156617,0.0582313,0.056921,0.198766,0.137375,0.127802,0.153948,0.0943719,0.144331,0.0452676,0.0657716,0.0804086,0.107548,0.142897,0.136026,0.238308,0.0446396,0.132782,0.109699,0.248293,0.201374,0.194758,0.403085,0.265284,0.137289,0.236988,0.067377,0.0727533,0.0343557,0.0422475,0.089388,0.0559487,0.127045,0.0831266,0.112894,0.0735215,0.0671098,0.12175,0.201834,0.0469307,0.0617135,0.119006,0.22291,0.0981563,0.111719,0.205272,0.160884,0.0158895
SAMD12-AS1,0.821018,0.470055,0.0,0.389949,0.69584,0.702023,0.0,0.64626,0.0881518,0.42213,0.54645,1.56681,1.53052,0.555215,1.25991,1.00626,0.973983,0.0968897,0.665832,0.606962,0.155468,0.405672,0.537859,0.232472,0.18967,0.688202,0.193742,0.321394,0.0,0.0,0.413311,0.27143,0.692496,0.444084,0.993414,0.390021,0.464776,0.768121,0.471177,1.06988,0.319183,0.193079,0.266365,0.151419,0.860477,0.233008,1.0738,2.13532,2.60218,1.12347,0.651851,1.08393,0.29115,0.284348
ARTN,0.124431,0.496181,0.560611,0.239247,0.76386,0.211148,0.275484,0.47733,0.389415,0.312797,0.7089,0.692483,0.246727,0.482464,0.203058,0.315182,0.471613,0.326655,0.287801,0.541415,0.386845,0.449714,0.214093,0.269918,0.481456,0.491761,0.329197,0.210146,0.134973,0.59687,0.14961,0.444303,0.341233,0.204885,0.16176,1.00399,0.155885,0.176952,0.864241,0.143471,0.21084,0.663648,0.215842,0.0,0.319507,0.472334,0.331789,0.74716,0.159888,0.281559,0.207241,0.191087,0.397929,0.393125
HLA-J,0.182251,0.490458,1.63157,0.695249,0.424283,0.317698,0.51669,0.904211,0.704043,0.204597,0.472943,0.119734,0.161499,0.268884,1.04049,0.0,0.167317,0.208446,0.596775,0.74394,2.23141,0.760887,0.945788,0.546141,2.09342,1.08122,1.8142,0.121856,0.333268,0.248787,0.118399,0.368952,0.753485,0.762493,0.173427,0.461237,0.227304,0.356008,0.331478,0.647686,0.256261,0.0649298,0.581802,0.226922,0.910398,0.273112,0.299537,0.201884,0.212819,0.255883,1.25494,0.260614,0.0890867,0.122122
MIR2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
