gene_id,GSM1228184_AMC_2.1,GSM1228185_AMC_3.1,GSM1228186_AMC_5.1,GSM1228187_AMC_6.1,GSM1228188_AMC_7.1,GSM1228189_AMC_8.1,GSM1228190_AMC_9.1,GSM1228191_AMC_10.1,GSM1228192_AMC_12.1,GSM1228193_AMC_13.1,GSM1228194_AMC_17.1,GSM1228195_AMC_18.1,GSM1228196_AMC_19.1,GSM1228197_AMC_20.1,GSM1228198_AMC_21.1,GSM1228199_AMC_22.1,GSM1228200_AMC_23.1,GSM1228201_AMC_24.1,GSM1228202_AMC_2.2,GSM1228203_AMC_3.2,GSM1228204_AMC_5.2,GSM1228205_AMC_6.2,GSM1228206_AMC_7.2,GSM1228207_AMC_8.2,GSM1228208_AMC_9.2,GSM1228209_AMC_10.2,GSM1228210_AMC_12.2,GSM1228211_AMC_13.2,GSM1228212_AMC_17.2,GSM1228213_AMC_18.2,GSM1228214_AMC_19.2,GSM1228215_AMC_20.2,GSM1228216_AMC_21.2,GSM1228217_AMC_22.2,GSM1228218_AMC_23.2,GSM1228219_AMC_24.2,GSM1228220_AMC_2.3,GSM1228221_AMC_3.3,GSM1228222_AMC_5.3,GSM1228223_AMC_6.3,GSM1228224_AMC_7.3,GSM1228225_AMC_8.3,GSM1228226_AMC_9.3,GSM1228227_AMC_10.3,GSM1228228_AMC_12.3,GSM1228229_AMC_13.3,GSM1228230_AMC_17.3,GSM1228231_AMC_18.3,GSM1228232_AMC_19.3,GSM1228233_AMC_20.3,GSM1228234_AMC_21.3,GSM1228235_AMC_22.3,GSM1228236_AMC_23.3,GSM1228237_AMC_24.3
OPN1MW2,0.0,0.0,0.0,0.0151109,0.0,0.0,0.0404226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORF4L1,84.0225,81.4395,93.3927,72.8592,66.2122,115.262,171.98,111.281,99.1558,102.632,126.727,77.1679,136.896,172.504,112.468,123.814,106.134,107.796,107.753,101.579,89.2985,97.7819,107.984,103.793,101.891,89.4396,103.09,106.332,205.741,80.8613,108.076,113.266,110.115,106.676,117.454,113.452,91.4043,129.695,98.3497,63.9558,105.883,115.418,111.297,152.993,75.2208,117.128,68.9733,58.6518,77.6713,128.781,112.669,83.0109,144.126,147.112
TTTY7,0.0,0.0,0.0,1.85e-6,0.0,0.0,0.0,0.0,0.0,0.0,9.64e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115881,0.0
CTRL,0.307047,0.196029,0.344625,0.450675,0.387443,0.291691,0.406599,0.327046,0.274607,0.464865,0.608592,0.19064,0.280946,0.522413,0.166078,0.454178,0.140785,0.407992,0.34089,0.332419,0.591114,0.428854,0.534555,0.519079,0.265597,0.571546,0.333119,0.400279,0.359433,0.360054,0.211891,0.847747,0.199855,0.430625,0.0724195,0.837893,0.334865,0.252452,0.392876,0.345693,0.517947,0.259627,0.307284,0.0854698,0.523473,0.411172,0.375819,0.202721,0.573906,0.538043,0.327747,0.293558,0.145021,0.100218
INTU,0.811412,1.58678,0.892935,0.807955,0.949663,0.709208,1.39422,0.825695,0.906647,0.627044,0.830346,0.508637,0.92665,0.294887,0.443593,0.546867,1.14261,1.04604,0.655567,0.619979,0.734396,0.825841,0.502947,0.527835,0.760516,0.733787,0.739428,0.412848,1.29854,0.440438,0.870219,0.862209,0.881852,0.641077,0.737171,0.679723,0.474918,0.770772,0.711818,0.931875,0.817527,1.47287,1.20697,0.354835,0.866984,0.562845,0.935617,0.579145,0.475015,0.459512,0.335543,0.275317,0.5385,0.864424
SEMA4D,5.89733,9.88816,5.19172,7.31846,9.74187,3.47525,3.55497,6.31624,10.2044,4.99623,5.49947,10.2471,4.82636,5.89865,7.60638,7.0878,5.71617,9.58894,5.07888,4.36843,5.48294,5.80647,6.3885,7.46805,5.44388,4.42121,8.33521,5.87763,3.21985,7.89216,6.77898,7.34813,5.39502,7.719,4.7042,3.03046,4.5622,4.13521,9.91833,6.86607,9.74278,4.85107,6.85401,3.21109,11.0616,7.6196,11.5666,9.75922,8.732,11.8382,4.74594,4.93624,7.25673,7.14119
H3F3B,131.105,133.315,212.9,194.914,201.301,212.389,204.656,196.156,166.054,261.425,198.943,218.589,243.994,293.541,319.355,216.773,181.755,245.716,191.756,222.897,222.942,200.108,174.73,318.189,211.669,228.596,253.298,225.375,198.614,260.06,269.631,272.311,244.899,292.805,235.106,236.717,124.401,231.319,252.165,149.695,183.088,273.584,279.066,231.959,144.023,388.898,201.992,238.683,234.291,251.479,279.191,180.652,280.559,314.264
MTPN,59.4421,54.607,39.5603,70.428,59.7844,35.3857,42.2422,50.6387,41.1886,29.9745,36.614,42.7636,52.5499,52.1846,66.424,65.0747,46.2754,51.4966,41.2396,43.9961,41.737,40.7358,43.699,44.5915,41.625,34.2975,41.977,36.6595,44.8703,35.4626,41.3104,48.0853,43.7231,46.5453,45.4839,34.029,45.0188,51.4692,57.4142,58.0452,46.5587,35.5992,51.9675,34.6912,44.2942,53.8155,45.0174,44.5117,32.7203,51.0372,55.3037,50.9301,47.0239,45.6166
C20orf141,0.0,0.0,0.0,0.0,0.1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716904,0.0
CHST8,0.0140921,0.0145532,0.110002,0.0,0.0,0.0831305,1.02265,0.0391418,0.0325072,0.0660727,0.0565519,0.0,0.121071,0.046824,0.0,0.0902498,0.0922164,0.0,0.0385317,0.129839,0.0422226,0.0852632,0.192092,0.036982,0.109308,0.063434,0.0524555,0.0561886,0.646251,0.268063,0.0589447,0.132413,0.139504,0.243572,0.0944003,0.11735,0.0,0.0158289,0.0,0.0,0.0331917,0.0248367,0.0129905,0.0,0.0199898,0.0177698,0.0548017,0.0363297,0.127347,0.0,0.0196549,0.0303221,0.0139287,0.0306214
LOC643406,0.00680502,0.184927,0.10415,0.121056,0.127933,0.0839602,0.0122505,0.124588,0.840452,0.0724138,0.0807488,0.0248812,0.0747182,0.0731795,0.0407889,0.0944285,0.0444958,0.0626568,0.0636561,0.064511,0.100038,0.135031,0.536924,0.0667066,0.119759,0.199573,0.336517,0.0589163,0.0884951,0.0642491,0.100783,0.114949,0.111416,0.0679469,0.118991,0.0336699,0.0501543,0.0831182,0.0546824,0.0896941,0.113855,0.0667127,0.0792514,0.15204,1.197,0.0400865,0.252666,0.0550158,0.0968284,0.0677312,0.0865069,0.091026,0.0500056,0.048022
ZSCAN12P1,0.197588,0.623412,0.33712,0.51477,0.490355,0.169509,0.626817,0.52993,0.206297,0.199014,0.339624,0.236371,0.203219,0.807175,0.249475,0.621951,0.413446,0.321999,0.215847,0.35667,0.237794,0.459359,0.316768,0.196547,0.389822,0.340565,0.394764,0.215584,0.748295,0.25342,0.250852,0.274164,0.385408,0.660531,0.288482,0.460993,0.19422,0.382905,0.625372,0.430196,0.34942,0.198738,0.19258,0.13937,0.18147,0.253851,0.237479,0.0259424,0.0704951,0.51209,0.136905,0.511795,0.433087,0.553608
CYP17A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213027,0.0243713,0.0311186,0.0,0.0160367,0.0,0.0,0.051916,0.0,0.0,0.0,0.0,0.0,0.036809,0.0,0.0430888,0.0176927,0.0,0.0,0.0364338,0.0,0.021337,0.0,0.0,0.0,0.0,0.0,0.0,0.084456,0.0,0.0158757,0.0389327,0.16169,0.0275838,0.0151058,0.130736,0.0997952,0.0514379,0.0,0.0,0.128309,0.0,0.124601,0.0601772,0.0587171,0.41383
RNASE13,0.0,0.0,0.0,0.0291571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353441,0.0714978,0.0,0.0308831,0.0,0.0,0.0,0.0,0.0310608,0.0435714,0.0364923,0.122486,0.0348365,0.0372673,0.0587231,0.0623831,0.0,0.0956892,0.0664601,0.0430147,0.0467436,0.0958666,0.036668,0.246562,0.0271736,0.0,0.0335114,0.0300568,0.0,0.0506547,0.0692559,0.0,0.0,0.0374858,0.0344624,0.207473,0.0,0.619469,0.0,0.0719009,0.0574493
RPE,27.0096,28.2908,15.1459,24.6717,21.1816,15.1458,11.6615,17.1816,18.1657,12.9431,12.652,16.5478,17.0155,28.6777,34.1975,18.9094,15.4905,31.2453,12.9497,14.2867,13.1036,13.7051,14.3222,13.0506,13.162,13.3731,13.2826,11.5536,12.4701,10.8441,15.5533,15.0131,15.0903,12.5798,16.9734,16.9866,22.5778,18.6078,22.27,19.3728,15.9233,23.8639,19.8843,13.9473,18.544,15.4046,21.2548,25.9465,13.8163,20.5163,26.4999,24.9035,14.8463,21.9925
IGFALS,0.253406,1.49332,0.229648,0.0830664,0.0887269,7.23134,0.109955,0.885651,0.0763993,0.252382,1.24579,0.113407,1.08447,2.18764,0.21185,0.0282821,0.295003,1.32568,0.835509,0.460136,0.13559,0.170482,0.223967,0.235361,0.416377,0.459025,0.061685,0.0,0.23639,0.216071,0.672118,0.237637,0.384496,0.232746,0.276022,10.2588,5.51777,0.188505,1.07849,2.69748,12.4132,4.98366,1.80314,36.1909,5.70081,0.104986,2.60484,3.71843,0.631536,4.13799,15.0202,0.91166,5.77742,8.70204
KRTCAP3,32.6598,21.1858,34.0472,41.6858,29.9138,57.0876,0.744162,34.7438,38.7751,42.6675,31.133,55.3251,41.97,66.1408,4.70608,42.5811,32.2163,78.5417,30.5047,35.1435,36.8625,36.3778,33.1429,40.9722,31.0901,43.334,38.8957,63.5465,10.3167,60.4701,40.8521,37.914,35.0165,39.499,45.3662,54.2253,27.2481,34.2229,34.0908,44.8197,20.2134,37.7272,14.7329,2.81054,47.4312,49.323,47.7816,60.9711,47.5623,43.9876,20.2144,41.8024,30.2175,52.7956
CLC,4.0677,15.5829,6.60553,2.48858,1.5425,24.7599,90.9131,25.3757,13.9116,2.00917,31.2212,1.25676,16.4458,0.805983,4.24819,24.4188,47.9945,2.48053,2.42302,11.1216,6.03999,6.62505,8.67669,16.3667,5.06123,5.1589,3.86946,8.78158,9.09471,0.586933,6.46126,10.0511,16.0542,12.2912,2.34448,0.0990585,0.122514,16.1602,0.820105,2.68908,5.94055,1.92537,2.98187,0.789344,0.637517,1.85603,5.51037,0.0,1.4458,2.36892,1.57392,1.82834,6.97112,3.46999
ERAP2,4.71955,0.813632,11.392,14.718,11.2983,0.939777,5.9824,5.97149,10.8179,0.777298,5.45037,13.8296,7.98073,0.866139,1.92772,4.51906,0.677522,16.0122,9.67029,1.03998,10.1805,13.0812,7.9345,1.49887,7.3025,6.95484,8.38238,1.04159,5.7595,13.1477,7.12717,1.0342,6.72941,9.60343,0.990579,14.5532,4.99601,1.03755,6.92306,15.128,7.52943,0.417396,8.17879,6.23646,9.04065,0.268083,2.05009,6.01212,5.10679,1.64232,3.71239,0.921608,0.54924,8.21397
MIR4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATAD1,12.4481,9.58444,8.25676,12.5145,7.86749,9.88528,7.30682,6.8079,7.69798,6.7304,7.95548,9.6127,11.1136,9.49884,20.1973,9.96305,7.81225,10.7343,9.62578,9.42615,7.24042,9.70102,8.37441,7.13079,8.12542,7.89933,7.60336,7.63425,8.57241,7.11647,9.36976,9.24353,8.47105,7.69395,9.22488,7.50862,9.24697,10.4764,10.3971,14.7965,6.9157,6.36529,6.46091,9.6844,8.94102,8.75499,9.11944,8.75266,8.31641,7.26264,15.5437,11.032,8.27689,10.0184
LOC100132891,0.38593,0.477044,0.419515,0.560601,0.21654,0.314267,2.05334,0.462432,0.911279,0.462709,0.288356,0.83509,0.622743,0.742134,0.48736,0.800632,0.668654,0.600284,0.401781,0.344504,0.296136,0.427565,0.280475,0.321864,0.325032,0.365362,0.590788,0.339029,0.364092,0.299387,0.783712,0.458369,0.37582,0.503615,0.534826,0.446624,0.554208,0.403461,1.5767,0.392687,1.2031,0.590295,0.867021,0.42325,0.603863,1.25769,0.441045,0.300489,0.594122,0.989905,0.272563,0.27436,1.29571,1.15712
SNORA9,0.0,0.0,0.0,32.3446,0.0,0.0,0.0,0.0,110.181,0.0,0.0,0.0,0.0,169.35,55.9514,190.02,0.0,0.0,27.1849,0.0,0.0,0.0,0.0,0.0,0.0,20.3768,0.0,174.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2168,0.0,0.0,0.0,0.0,0.0,16.615,0.0,191.057,0.0,179.585,0.0,0.0,0.0,0.0,132.438,0.0,0.0
CD2AP,23.4974,31.1029,28.8493,26.8247,26.3019,22.9,5.96507,28.4485,13.2883,21.844,24.0762,18.0425,37.9878,32.3384,25.7394,16.2303,23.5938,17.9142,39.345,39.8313,29.2689,29.8842,38.5967,44.137,35.3789,30.234,42.2826,37.4109,12.5727,21.8333,29.9911,32.8746,33.4125,39.6628,39.3721,19.1826,14.2009,43.8069,37.631,23.3657,15.5012,21.6643,20.2893,11.6787,26.3067,17.7803,23.9741,24.9734,10.3607,23.2765,24.4644,18.5088,53.3359,14.0892
TTC31,9.71281,9.20286,7.92191,8.5924,7.40585,9.50274,9.35162,9.31534,6.74991,9.08042,8.7136,6.67801,9.8469,10.1037,10.3915,8.04409,6.84392,7.98434,8.24429,8.24799,7.62032,8.54886,9.65953,10.437,10.2516,10.4634,10.0486,11.4229,11.2733,9.69965,9.50703,9.98415,10.0062,11.7998,10.0134,8.71005,9.1607,8.32573,5.23236,9.52473,8.64013,6.9908,6.51955,15.8163,7.66779,9.1327,10.1192,7.87584,10.9538,8.319,10.9295,8.04792,8.99824,8.43265
KCNN2,0.0462722,0.472818,0.113212,0.295717,0.131115,0.262693,0.456608,0.575181,0.455467,0.239457,0.316345,0.394284,0.533582,0.399701,0.188833,0.192322,0.3307,0.0368933,0.283704,0.105568,0.121112,0.39804,0.130914,0.15919,0.249126,0.185496,0.0720157,0.0863907,1.57998,0.144013,0.452032,0.103811,0.255337,0.159734,0.204725,0.345913,1.82072,0.190117,0.904813,0.22337,0.942757,0.785671,0.424044,10.1508,0.839962,0.812206,0.580294,0.44915,0.375066,0.508898,4.73122,0.0719672,2.29339,0.818341
LCNL1,0.017064,0.0,0.0258571,0.0182656,0.0195336,0.0523775,0.54144,0.0520762,0.0628087,0.0616352,0.103376,0.0282435,0.0680245,0.0420935,0.0,0.0296215,0.0395709,0.0,0.0916461,0.0,0.0350127,0.0641348,0.030664,0.0478393,0.0203835,0.0209582,0.0447604,0.107039,0.0396993,0.0904205,0.153785,0.0415318,0.0892202,0.0622515,0.0,0.166658,0.0426727,0.0188991,0.0342217,0.0736639,0.234979,0.0,0.0,0.0585564,0.10486,0.0913585,0.0471026,0.0,0.0493659,0.0441469,0.0250124,0.0365108,0.0355278,0.0
PPP1R1B,111.224,148.503,109.655,29.1189,171.619,236.5,2.14019,124.874,102.899,224.646,150.927,184.69,176.913,215.095,252.282,83.2875,135.859,187.788,104.521,135.837,105.168,128.393,118.247,144.819,136.429,202.232,122.391,186.264,37.6481,165.028,155.067,145.555,141.618,105.549,166.119,171.594,93.9447,140.354,58.7397,36.6589,31.0661,157.263,84.6838,3.95448,176.566,163.26,128.036,207.081,172.899,115.762,167.663,135.158,45.7048,121.971
RBMY3AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM141,97.8549,190.781,144.657,52.5917,121.157,160.59,18.0972,127.98,100.754,192.123,117.293,330.022,196.422,249.195,136.268,128.892,109.028,133.858,130.25,139.957,142.621,136.314,145.086,144.453,155.751,155.364,168.515,211.153,46.0339,304.422,154.396,144.464,216.468,151.771,187.657,156.519,62.3526,138.917,88.0555,79.7805,46.926,130.268,91.7795,62.3186,222.129,182.301,167.653,442.865,115.712,96.2848,107.792,91.0319,75.217,111.904
VTA1,23.8115,22.0232,18.5993,24.3748,20.7799,16.2129,9.3217,23.4758,15.8366,17.0916,13.1851,15.8378,21.4286,23.5001,21.3697,16.4998,14.1519,16.2528,20.006,22.8623,18.688,17.4815,22.2726,18.6537,19.8821,16.0166,16.5175,16.9078,14.276,16.3565,17.9747,21.3352,21.3938,19.9627,21.8135,17.7469,19.1733,25.3003,19.5651,20.9843,14.0481,24.2942,21.1513,15.8177,17.7399,23.5911,10.4325,18.1585,7.89607,16.9102,14.6861,15.9024,15.4875,15.2961
ZFYVE26,2.67804,3.03784,2.71628,1.83862,1.96515,2.37571,3.92074,2.60543,2.1605,2.42361,2.59472,1.42021,3.05271,2.16638,2.59218,3.20344,2.89567,2.68815,2.89852,2.33887,2.56298,2.42121,3.22919,3.08328,2.9662,2.73865,3.05845,2.97956,2.93764,2.08281,3.4833,3.49307,3.10756,2.90873,3.42018,2.26089,1.9653,2.53521,2.28161,1.94089,3.33735,2.05826,2.38572,2.7054,2.74705,2.01381,1.82137,1.29389,1.37939,3.22323,3.32554,2.3085,2.56201,2.69796
SUMO1,65.5351,68.8,58.0558,69.6521,73.9387,56.8685,53.2674,74.9278,70.8086,71.3123,63.8792,75.5068,78.2056,81.1767,76.2077,73.0796,65.4813,67.7023,58.8469,72.5594,53.7627,51.5926,63.0716,63.3658,58.3751,59.9723,63.8668,66.8174,67.6554,74.5463,61.5852,66.5264,63.4759,59.8533,65.1423,61.8232,70.1007,77.4202,72.6434,61.1591,66.0572,82.1082,68.5081,104.694,61.327,90.9711,66.7638,77.9017,49.7305,69.0594,45.6538,78.4341,74.6801,70.9321
CYP4A11,0.0320678,0.0913006,0.0505058,0.0127789,0.053411,0.0680219,0.0911962,0.0623437,0.141453,0.331986,0.0,0.0363451,0.0932309,0.0153847,0.0321056,0.0,0.0,0.0873923,0.315964,0.0317637,0.0542426,0.0551702,0.198898,0.0164296,0.0681579,0.031722,0.199475,0.0795057,0.0554702,0.0613862,0.226876,0.0146291,0.0582585,0.187307,0.0282997,0.192041,119.932,0.061042,7.52144,15.324,81.7,28.6787,15.245,534.739,38.8751,0.0741208,19.2462,19.3418,5.58272,35.7555,167.577,0.227095,103.29,88.9508
CLK3,8.99406,8.18959,10.6459,9.20414,7.69081,12.982,11.578,10.8382,11.733,13.9224,13.3485,9.86314,10.5799,16.4348,12.5677,10.3151,10.785,10.0911,11.7463,12.3828,10.8102,11.3378,14.5227,16.4052,13.6823,17.5611,17.575,17.5482,16.2373,14.5176,12.7424,13.4198,14.015,13.0561,16.8958,13.1739,6.68907,11.636,9.58184,6.40741,8.41102,11.6936,11.7347,9.74615,11.1366,15.5283,7.46818,9.9407,12.586,10.2339,8.24906,15.8446,11.2293,12.3437
KRR1,10.2031,11.3744,10.7206,11.6742,10.8002,8.21712,10.1262,11.981,8.67596,7.34687,8.19251,6.71622,11.5592,18.9898,16.2469,17.7084,10.311,16.5057,10.5764,10.5307,9.10196,8.97978,9.63324,8.86916,9.39713,9.43014,9.04201,7.14559,8.45636,5.46795,9.33871,9.60495,9.74872,10.6884,9.25207,7.12232,12.5757,13.3996,17.3046,10.7946,10.7226,20.7426,13.8822,14.2313,9.9803,10.7115,13.932,8.23589,5.52895,14.9173,14.6443,13.2885,11.6697,14.9205
MMP20,0.0134291,0.0,0.0,0.0515002,0.0,0.0,0.0,0.0,0.0,0.050294,0.0,0.0,0.0,0.0,0.0205072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318837,0.0188421,0.0186244,0.0,0.0151485,0.0,0.0,0.0546407,0.0,0.0,0.0,0.0,0.0,0.0291995,0.0309343,0.0
RAB13,27.6998,41.7492,34.7897,33.9524,42.8831,63.1916,115.463,63.2028,62.6685,61.4373,65.8615,69.7754,60.2731,54.1911,45.9958,49.9926,69.6214,38.9703,32.6998,40.9108,36.3715,38.4324,40.7652,40.1438,46.257,56.581,47.2132,51.3286,57.3828,61.4383,48.9469,43.1948,42.9365,39.1841,52.9089,70.4333,39.2558,39.1454,65.5927,29.9134,55.3856,62.6995,51.4704,89.6042,42.6578,49.6858,49.5352,53.9555,58.4807,39.8937,42.6544,34.1454,72.412,51.7018
LINC00596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS18B,45.2038,47.5672,26.7394,36.7086,36.9217,35.4367,18.1228,26.9702,38.482,51.6704,34.0049,49.6998,34.784,50.8871,42.0868,26.3299,43.814,24.8252,24.7342,32.6831,24.5158,24.9598,31.3967,30.881,28.8208,32.2896,27.5168,43.7392,26.2263,39.5226,32.168,33.694,37.1312,34.3336,35.8203,42.2697,48.5354,35.2974,33.0327,45.6567,30.3261,48.5724,45.4051,48.6941,44.7103,60.2177,56.1458,60.9208,36.6867,34.9398,39.8193,30.46,42.1409,30.8436
LLPH,20.9868,22.9081,21.7603,19.6801,35.0506,24.5749,20.6376,28.1426,33.204,34.8058,26.3609,27.5956,31.6304,45.1388,34.6763,37.7007,28.0552,34.0652,21.0523,23.3068,19.6012,21.2539,23.8694,24.2237,23.1123,20.258,26.846,25.6787,21.0254,27.8184,27.9328,27.8236,27.5027,24.2654,23.2364,32.9297,23.4192,28.2573,33.4983,16.4331,21.8443,42.6501,27.77,27.8487,30.0697,44.368,29.4945,33.9282,20.7484,39.0884,26.4482,32.3736,29.589,28.0153
ARF1,266.663,167.146,216.745,255.302,307.725,252.003,161.141,250.691,222.712,221.878,253.997,338.27,246.073,378.38,342.391,200.347,229.106,253.668,223.878,244.206,218.945,220.01,201.767,239.728,233.163,213.506,231.721,248.48,209.032,333.741,248.042,243.85,255.279,235.552,278.224,305.284,215.219,244.339,235.001,189.4,215.945,277.805,215.286,187.92,219.81,220.563,226.398,350.53,199.263,248.181,236.194,308.166,256.031,254.782
TUBB4A,0.0125024,0.0828603,1.0753,0.0817439,0.0431247,0.134191,1.53441,0.369022,0.439175,0.669936,1.10893,0.0650025,0.376307,0.0,0.073028,0.0883911,0.416782,0.0567599,0.290518,0.379022,0.977719,0.268705,0.933824,0.422398,0.64516,1.00101,0.844319,0.934658,13.4618,0.441604,0.915001,0.682256,0.67214,0.438702,0.729474,1.49369,0.0465418,0.33896,0.0386522,0.0682441,0.123227,0.0235572,0.0368727,0.357839,0.0198694,0.0182781,0.0355616,0.0356545,0.0764851,0.0506093,0.0907143,0.02733,0.192099,0.043281
SSRP1,62.0911,55.8731,28.7148,63.4143,50.8651,32.6283,25.4858,38.4802,62.9247,39.254,29.0932,44.3397,25.8538,68.7546,58.1123,51.1416,34.4127,52.0923,27.4783,28.1673,28.8042,28.0378,26.0203,30.1378,29.705,31.3038,29.0674,26.4214,26.9332,36.0347,30.0904,34.1762,27.8457,30.2786,28.3083,39.4076,60.8291,32.4884,33.814,49.5275,41.0674,75.9599,49.6599,25.9698,38.0947,48.8953,57.9297,47.8691,41.1259,49.4225,41.803,52.1549,37.3987,35.2923
C7orf31,11.627,2.03735,3.18889,2.06677,1.36906,3.38443,0.888436,1.0103,1.31269,1.90622,1.60951,1.66023,2.04379,0.364953,2.38995,1.93267,1.27537,0.741785,2.96915,4.91045,3.01792,2.96172,5.38926,5.07443,2.28117,2.24086,3.66594,3.6138,1.57338,2.27049,2.14444,3.44495,1.90992,5.33887,2.26126,1.28284,2.5635,6.53387,0.811731,2.79777,1.07544,1.46235,0.671674,0.262576,1.80973,1.6405,0.859625,1.67038,1.50896,0.53697,1.59166,1.75047,0.947649,0.649974
MIR300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL37A,2597.55,3652.89,1874.64,2464.64,2402.79,1430.53,1746.56,1701.48,2613.55,2189.82,2139.82,4153.89,2139.58,4007.6,2341.79,2376.21,1925.36,3763.49,1725.95,2261.55,1662.85,1881.24,1659.38,1564.61,1749.84,1956.15,1736.15,2080.01,2317.29,3405.71,2079.24,2249.63,2053.05,2024.19,2512.42,1885.1,2236.36,2196.55,1741.37,2036.84,1857.06,3237.51,1913.96,1577.95,2122.18,3435.18,3302.35,4637.51,5661.88,2708.98,2826.95,3747.79,1876.13,3679.35
ZNF32-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239814,0.0226583,0.0,0.0,0.0,0.0,0.0,0.0
LOC341056,1.87e-6,0.0,0.0,0.0143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173348,0.0,2.97e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.017998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSRC1,13.8529,16.2063,6.15659,13.5172,10.4741,7.36426,7.52365,8.68351,15.2313,8.21758,6.78074,11.2774,8.30295,15.733,11.0704,12.3316,7.39573,10.6651,7.13046,7.70608,5.4384,5.68871,5.65078,7.56068,5.93139,6.27039,7.94249,5.60442,9.5027,7.03153,7.40381,7.54519,7.88874,8.96574,6.89261,8.12173,14.5398,7.98245,12.9181,10.6486,8.69579,20.451,9.90008,10.3049,13.0863,11.878,12.9226,12.6126,5.9697,12.9309,7.44228,15.0482,12.0274,7.8721
